caller	callee
reset_lua_machine	add_c_functions
reset_lua_machine	lua_close
reset_lua_machine	lua_gc
reset_lua_machine	lua_newstate
reset_lua_machine	lua_newthread
reset_print_context	pico8_peek
reset_rate_limits	codo_get_time
reset_runtime_state	__stack_chk_fail@plt
reset_runtime_state	destroy_print_buffer
reset_runtime_state	get_rand_seed
reset_runtime_state	gpio_open
reset_runtime_state	pico8_memset
reset_runtime_state	pico8_peek
reset_runtime_state	pico8_poke
reset_runtime_state	reset_print_context
reset_runtime_state	reset_serial_file_buffers
reset_runtime_state	serial_init_runtime
reset_runtime_state	set_rand_seed
reset_runtime_state	update_gfx_clipping
reset_splore_animation	codo_get_time
resolve_to_host_filename	__stpcpy_chk@plt
resolve_to_host_filename	normalise_pico8_path
restore_audio	codo_malloc
restore_audio	memcpy@plt
restore_bmp	codo_blit
restore_bmp	codo_create_bitmap
restore_bmp	codo_destroy_bitmap
restore_sfx	codo_blit
restore_sfx	codo_create_bitmap
restore_sfx	codo_destroy_bitmap
restore_sfx	codo_malloc
restore_sfx	codo_memset
restore_undo_bmp_state	codo_create_bitmap
restore_undo_bmp_state	codo_destroy_bitmap
restore_undo_bmp_state	codo_fread
restore_undo_bmp_state	codo_fread_int32
restore_undo_bmp_state	codo_fread_uint32
restore_undo_ctext_state.isra.0	codo_fread_int32
restore_undo_ctext_state.isra.0	codo_fwrite
restore_undo_ctext_state.isra.0	codo_strcpy
restore_undo_ctext_state.isra.0	strlen@plt
restore_undo_sfx64_state	codo_fread
restore_undo_sfx64_state	codo_fread_int32
restore_undo_sfx64_state	set_view
resume	luaD_poscall
resume	luaD_precall
resume	luaV_execute
resume	resume_error
resume_error	luaD_throw
resume_error	luaS_newlstr
rle_compress	cbuffer_add_uint8
run_cart	__sprintf_chk@plt
run_cart	__stack_chk_fail@plt
run_cart	add_c_functions
run_cart	block_buttons
run_cart	cmusic_stop
run_cart	codo_debug
run_cart	codo_get_time
run_cart	codo_prefix_with_appdata_path
run_cart	codo_stop_all_sounds
run_cart	codo_strcasestr
run_cart	codo_strcpy
run_cart	detect_unsaved_changes
run_cart	hash_cart
run_cart	lua_close
run_cart	lua_gc
run_cart	lua_newstate
run_cart	lua_newthread
run_cart	map_deselect
run_cart	pico8_reload
run_cart	pico8_srand
run_cart	run_program
run_cart	save_backup
run_cart	save_backup_on_run
run_cart	set_draw_display
run_cart	strcat@plt
run_cart	strlen@plt
run_cart	strstr@plt
run_cart	time@plt
run_config	__isoc99_sscanf@plt
run_config	__sprintf_chk@plt
run_config	__stack_chk_fail@plt
run_config	pico_print_2
run_config	pico_print_col
run_config	reset_video
run_program	__sprintf_chk@plt
run_program	__stack_chk_fail@plt
run_program	__strcat_chk@plt
run_program	add_c_functions_system
run_program	block_buttons
run_program	codo_allocate_buffer_size
run_program	codo_create_buffer
run_program	codo_destroy_buffer
run_program	codo_free
run_program	codo_malloc
run_program	codo_strcpy
run_program	count_tokens
run_program	ctext_bound_scrolling_to_cursor
run_program	ctext_get_line_number_for_pos
run_program	ctext_get_pos_for_line_number
run_program	error_pico_print_col
run_program	extract_syntax_error
run_program	find_tab_line
run_program	get_nth_line_ex
run_program	luaL_loadstring
run_program	lua_reset_call_state_pico8
run_program	lua_reset_cpu_cycles
run_program	lua_set_cpu_cycles_slice_max
run_program	lua_tolstring
run_program	memset@plt
run_program	pico8_flatten_includes
run_program	pico8_preprocess
run_program	pico_print_2
run_program	pico_print_col
run_program	reset_runtime_state
run_program	run_config
run_program	set_code_tab
run_program	strcat@plt
run_program	strcmp@plt
run_program	strlen@plt
run_program	strncmp@plt
run_program	strstr@plt
run_slice	__sprintf_chk@plt
run_slice	__stack_chk_fail@plt
run_slice	add_c_functions
run_slice	codo_allocate_buffer_size
run_slice	codo_create_buffer
run_slice	codo_debug
run_slice	codo_get_time
run_slice	continue_print_text
run_slice	count_visible_tabs
run_slice	extract_runtime_error
run_slice	find_tab_line
run_slice	get_nth_line_ex
run_slice	luaC_fullgc
run_slice	lua_close
run_slice	lua_cpu_prepare_for_resume
run_slice	lua_cpu_prepare_for_slice
run_slice	lua_gc
run_slice	lua_newstate
run_slice	lua_newthread
run_slice	lua_resume
run_slice	lua_set_cpu_cycles_slice_max
run_slice	lua_tolstring
run_slice	navigate_to_error_line.part.0
run_slice	pico_print_col
run_slice	print_traceback
run_slice	save_cdata
run_slice	strcat@plt
run_slice	strlen@plt
run_slice	suspend_program
run_slice	timer_end
run_slice	timer_start
run_slice_section	__sprintf_chk@plt
run_slice_section	__stack_chk_fail@plt
run_slice_section	add_c_functions
run_slice_section	codo_allocate_buffer_size
run_slice_section	codo_create_buffer
run_slice_section	codo_debug
run_slice_section	codo_get_time
run_slice_section	count_visible_tabs
run_slice_section	error_pico_print_col
run_slice_section	extract_runtime_error
run_slice_section	find_tab_line
run_slice_section	get_nth_line_ex
run_slice_section	luaC_fullgc
run_slice_section	lua_close
run_slice_section	lua_cpu_prepare_for_resume
run_slice_section	lua_gc
run_slice_section	lua_newstate
run_slice_section	lua_newthread
run_slice_section	lua_resume
run_slice_section	lua_tolstring
run_slice_section	navigate_to_error_line.part.0
run_slice_section	pico_print_col
run_slice_section	print_traceback
run_slice_section	save_cdata
run_slice_section	strcat@plt
run_slice_section	strlen@plt
run_slice_section	suspend_program
run_slice_section	timer_end
run_slice_section	timer_start
sanitise_author_string	strlen@plt
sanitise_splore_item	is_input_char
sanitise_splore_item	strlen@plt
sanitise_title_string	is_input_char
sanitise_title_string	strlen@plt
save	lexerror
save	luaM_realloc_
save_backup_ex	__sprintf_chk@plt
save_backup_ex	__stack_chk_fail@plt
save_backup_ex	__stpcpy_chk@plt
save_backup_ex	__strcat_chk@plt
save_backup_ex	__strcpy_chk@plt
save_backup_ex	codo_fclose
save_backup_ex	codo_fopen
save_backup_ex	codo_fread
save_backup_ex	codo_free
save_backup_ex	codo_fwrite
save_backup_ex	codo_get_datetime
save_backup_ex	codo_malloc
save_backup_ex	codo_prefix_with_appdata_path
save_backup_ex	codo_save_pico8_cart
save_backup_ex	codo_split_filename
save_backup_ex	codo_strcasestr
save_backup_ex	codo_strcpy
save_backup_ex	merge_code_from_tabs
save_backup_ex	save_pico8_cart_png_ex
save_backup_ex	save_pico8_cart_rom_ex
save_backup_ex.constprop.5	__stack_chk_fail@plt
save_backup_ex.constprop.5	__stpcpy_chk@plt
save_backup_ex.constprop.5	__strcpy_chk@plt
save_backup_ex.constprop.5	codo_prefix_with_appdata_path
save_backup_ex.constprop.5	codo_save_pico8_cart
save_backup_ex.constprop.5	codo_split_filename
save_backup_ex.constprop.5	codo_strcasestr
save_backup_ex.constprop.5	merge_code_from_tabs
save_backup_ex.constprop.5	save_pico8_cart_png_ex
save_backup_ex.constprop.5	save_pico8_cart_rom_ex
save_bbs_cart_label.part.12	__sprintf_chk@plt
save_bbs_cart_label.part.12	__stack_chk_fail@plt
save_bbs_cart_label.part.12	codo_file_exists
save_bbs_cart_label.part.12	codo_prefix_with_appdata_path
save_bbs_cart_label.part.12	codo_save_png
save_binary_file	codo_fopen
save_binary_file	codo_fwrite
save_binary_file.part.0	__sprintf_chk@plt
save_binary_file.part.0	__stack_chk_fail@plt
save_binary_file.part.0	__strcat_chk@plt
save_binary_file.part.0	codo_split_filename
save_binary_file.part.0	pico_print
save_cart_to_file_as_32k_flattened_block	codo_allocate_buffer_size
save_cart_to_url	__stack_chk_fail@plt
save_cart_to_url	base64_encode_block
save_cart_to_url	base64_encode_blockend
save_cart_to_url	base64_encode_value
save_cart_to_url	base64_init_encodestate
save_cart_to_url	codo_calloc
save_cart_to_url	codo_free
save_cart_to_url	codo_malloc
save_cart_to_url	codo_memset
save_cart_to_url	codo_set_clipboard_text
save_cart_to_url	pico_print
save_cart_to_url	pico_print_2
save_cart_to_url	pico_print_col
save_cart_to_url	save_pico8_cart_32k_ex.constprop.7
save_cart_to_url	strlen@plt
save_cdata	__sprintf_chk@plt
save_cdata	__stack_chk_fail@plt
save_cdata	codo_fclose
save_cdata	codo_fopen
save_cdata	codo_fwrite
save_code_png	codo_create_bitmap
save_code_png	codo_create_ctext
save_code_png	codo_destroy_bitmap
save_code_png	codo_destroy_ctext
save_code_png	codo_rectfill
save_code_png	codo_save_png
save_code_png	codo_strcpy
save_code_png	ctext_get_line_number_for_pos
save_code_png	draw_code
save_code_png	merge_code_from_tabs
save_extras.part.2	__sprintf_chk@plt
save_extras.part.2	__stack_chk_fail@plt
save_extras.part.2	__strcat_chk@plt
save_extras.part.2	codo_fclose
save_extras.part.2	codo_fopen
save_extras.part.2	codo_fwrite
save_extras.part.2	codo_load_file
save_extras.part.2	codo_resolve_filename
save_extras.part.2	codo_split_filename
save_extras.part.2	pico_print
save_gif	EGifOpenFileName
save_gif	EGifSpew
save_gif	GifBitSize
save_gif	GifMakeMapObject
save_gif	GifMakeSavedImage
save_gif	__sprintf_chk@plt
save_gif	__stack_chk_fail@plt
save_gif	codo_create_bitmap
save_gif	codo_debug
save_gif	codo_destroy_bitmap
save_gif	codo_file_exists
save_gif	codo_prefix_with_desktop_path
save_gif	codo_strcpy
save_gif	codo_stretch_blit
save_gif	get_output_file_name_base
save_gif	gif_free_all
save_gif	gif_malloc
save_gif	memset@plt
save_gif	prefix_with_file_output_path
save_gif	strchr@plt
save_icns	codo_fclose
save_icns	codo_fopen
save_icns	codo_fwrite_int8
save_icns	codo_fwrite_uint32
save_icns	codo_getpixel
save_map_png	codo_create_bitmap
save_map_png	codo_getpixel
save_map_png	codo_putpixel
save_map_png	codo_rectfill
save_map_png	codo_save_png
save_map_png	pico8_peek
save_osx_framework	__sprintf_chk@plt
save_osx_framework	__stack_chk_fail@plt
save_osx_framework	__strcat_chk@plt
save_osx_framework	chmod@plt
save_osx_framework	codo_fclose
save_osx_framework	codo_fopen
save_osx_framework	codo_fwrite
save_osx_framework	codo_load_pod_file
save_osx_framework	codo_mkdir
save_osx_framework	codo_split_filename
save_osx_framework	pico_print
save_osx_framework	strlen@plt
save_osx_framework	strstr@plt
save_pico8_cart_32k_ex	codo_calloc
save_pico8_cart_32k_ex	codo_free
save_pico8_cart_32k_ex	codo_lock_audio
save_pico8_cart_32k_ex	codo_memset
save_pico8_cart_32k_ex	codo_unlock_audio
save_pico8_cart_32k_ex	compress_mini
save_pico8_cart_32k_ex	memcpy@plt
save_pico8_cart_32k_ex	pico8_flatten_includes
save_pico8_cart_32k_ex	pico8_peek
save_pico8_cart_32k_ex	strlen@plt
save_pico8_cart_32k_ex.constprop.6	codo_calloc
save_pico8_cart_32k_ex.constprop.6	codo_free
save_pico8_cart_32k_ex.constprop.6	codo_lock_audio
save_pico8_cart_32k_ex.constprop.6	codo_memset
save_pico8_cart_32k_ex.constprop.6	codo_unlock_audio
save_pico8_cart_32k_ex.constprop.6	compress_mini
save_pico8_cart_32k_ex.constprop.6	memcpy@plt
save_pico8_cart_32k_ex.constprop.6	pico8_peek
save_pico8_cart_32k_ex.constprop.6	strlen@plt
save_pico8_cart_32k_ex.constprop.7	codo_calloc
save_pico8_cart_32k_ex.constprop.7	codo_free
save_pico8_cart_32k_ex.constprop.7	codo_lock_audio
save_pico8_cart_32k_ex.constprop.7	codo_memset
save_pico8_cart_32k_ex.constprop.7	codo_unlock_audio
save_pico8_cart_32k_ex.constprop.7	compress_mini
save_pico8_cart_32k_ex.constprop.7	memcpy@plt
save_pico8_cart_32k_ex.constprop.7	pico8_flatten_includes
save_pico8_cart_32k_ex.constprop.7	pico8_peek
save_pico8_cart_32k_ex.constprop.7	strlen@plt
save_pico8_cart_png_ex	__isoc99_sscanf@plt
save_pico8_cart_png_ex	__stack_chk_fail@plt
save_pico8_cart_png_ex	codo_blit
save_pico8_cart_png_ex	codo_create_bitmap
save_pico8_cart_png_ex	codo_destroy_bitmap
save_pico8_cart_png_ex	codo_draw_text_ex
save_pico8_cart_png_ex	codo_free
save_pico8_cart_png_ex	codo_malloc
save_pico8_cart_png_ex	codo_memset
save_pico8_cart_png_ex	codo_save_png
save_pico8_cart_png_ex	codo_sha1
save_pico8_cart_png_ex	get_platform_char
save_pico8_cart_png_ex	pico_print_col
save_pico8_cart_png_ex	save_pico8_cart_32k_ex
save_pico8_cart_rom	__sprintf_chk@plt
save_pico8_cart_rom	codo_fclose
save_pico8_cart_rom	codo_fopen
save_pico8_cart_rom	codo_free
save_pico8_cart_rom	codo_fwrite
save_pico8_cart_rom	codo_malloc
save_pico8_cart_rom	codo_memset
save_pico8_cart_rom	codo_set_clipboard_text
save_pico8_cart_rom	pico_print_2
save_pico8_cart_rom	pico_print_col
save_pico8_cart_rom	save_pico8_cart_32k_ex.constprop.7
save_pico8_cart_rom	strstr@plt
save_pico8_cart_rom_ex	__sprintf_chk@plt
save_pico8_cart_rom_ex	codo_fclose
save_pico8_cart_rom_ex	codo_fopen
save_pico8_cart_rom_ex	codo_free
save_pico8_cart_rom_ex	codo_fwrite
save_pico8_cart_rom_ex	codo_malloc
save_pico8_cart_rom_ex	codo_memset
save_pico8_cart_rom_ex	codo_set_clipboard_text
save_pico8_cart_rom_ex	pico_print_2
save_pico8_cart_rom_ex	pico_print_col
save_pico8_cart_rom_ex	save_pico8_cart_32k_ex.constprop.7
save_pico8_cart_rom_ex	strstr@plt
save_png_screenshot	__sprintf_chk@plt
save_png_screenshot	__stack_chk_fail@plt
save_png_screenshot	codo_create_bitmap
save_png_screenshot	codo_debug
save_png_screenshot	codo_destroy_bitmap
save_png_screenshot	codo_file_exists
save_png_screenshot	codo_prefix_with_desktop_path
save_png_screenshot	codo_save_png
save_png_screenshot	codo_stretch_blit
save_png_screenshot	get_output_file_name_base
save_png_screenshot	strchr@plt
save_splore_favourites	__fprintf_chk@plt
save_splore_favourites	__stack_chk_fail@plt
save_splore_favourites	codo_prefix_with_appdata_path
save_splore_favourites	fclose@plt
save_splore_favourites	fopen@plt
save_splore_list_to_file	__fprintf_chk@plt
save_splore_list_to_file	fopen@plt
save_stream_wav	codo_audio_end
save_stream_wav	codo_fopen
save_stream_wav	codo_fwrite
save_stream_wav	get_output_filename
save_video	__sprintf_chk@plt
save_video	codo_create_bitmap
save_video	codo_getpixel
save_video	codo_putpixel
save_video	codo_save_tga
save_video	memset@plt
save_working_cart	__sprintf_chk@plt
save_working_cart	__stack_chk_fail@plt
save_working_cart	codo_calloc
save_working_cart	codo_file_exists
save_working_cart	codo_free
save_working_cart	codo_memset
save_working_cart	codo_save_pico8_cart
save_working_cart	codo_sha1
save_working_cart	codo_split_filename
save_working_cart	codo_strcasestr
save_working_cart	codo_strcpy
save_working_cart	compress_mini
save_working_cart	map_deselect
save_working_cart	merge_code_from_tabs
save_working_cart	pico8_flatten_includes
save_working_cart	pico_print
save_working_cart	pico_print_2
save_working_cart	pico_print_col
save_working_cart	save_backup_ex
save_working_cart	save_pico8_cart_32k_ex.constprop.6
save_working_cart	save_pico8_cart_png_ex
save_working_cart	save_pico8_cart_rom_ex
save_working_cart	show_message
save_working_cart	split_code_to_tabs
save_working_cart	strcmp@plt
save_working_cart	strlen@plt
scroll_immediate_mode_screen	codo_blit
scroll_immediate_mode_screen	codo_rectfill
search_across_tabs	codo_strcpy
search_across_tabs	count_tokens
search_across_tabs	ctext_bound_scrolling_to_cursor
search_across_tabs	strlen@plt
search_across_tabs	strstr@plt
searcher_C	checkload.part.80
searcher_C	loadfunc
searcher_C	luaL_error
searcher_C	lua_getfield
searcher_C	lua_pushstring
searcher_C	lua_tolstring
searcher_C	lua_tolstring.constprop.186
searcher_C	searchpath
searcher_C	tag_error
searcher_Croot	checkload.part.80
searcher_Croot	loadfunc
searcher_Croot	luaL_error
searcher_Croot	lua_getfield
searcher_Croot	lua_pushfstring
searcher_Croot	lua_pushlstring
searcher_Croot	lua_pushstring
searcher_Croot	lua_tolstring
searcher_Croot	lua_tolstring.constprop.186
searcher_Croot	searchpath
searcher_Croot	strchr@plt
searcher_Croot	tag_error
searcher_Lua	checkload.part.80
searcher_Lua	luaL_error
searcher_Lua	luaL_loadfilex
searcher_Lua	lua_getfield
searcher_Lua	lua_pushstring
searcher_Lua	lua_tolstring
searcher_Lua	lua_tolstring.constprop.186
searcher_Lua	searchpath
searcher_Lua	tag_error
searcher_preload	lua_getfield
searcher_preload	lua_pushfstring
searcher_preload	lua_tolstring
searcher_preload	tag_error
searchpath	__stack_chk_fail@plt
searchpath	fclose@plt
searchpath	fopen@plt
searchpath	luaL_addvalue
searchpath	luaL_gsub
searchpath	luaL_pushresult
searchpath	lua_pushfstring
searchpath	lua_pushlstring
searchpath	lua_tolstring.constprop.186
searchpath	strchr@plt
searchpath	strlen@plt
serial_end_frame	codo_memset
serial_end_frame	gpio_write
serial_init_frame	codo_memset
serial_init_runtime	codo_memset
serial_return	spend_cpu
serial_set_dropped_file	codo_calloc
serial_set_dropped_file	codo_free
serial_set_dropped_file	memcpy@plt
serial_set_dropped_image_file	codo_calloc
serial_set_dropped_image_file	codo_free
serial_set_dropped_image_file	memcpy@plt
set_cart_label	codo_blit
set_cart_label	codo_create_bitmap
set_cart_label	codo_destroy_bitmap
set_code_tab	count_tokens
set_code_tab	strlen@plt
set_draw_display	codo_reset_clip
set_item_from_nfo	__isoc99_sscanf@plt
set_item_from_nfo	codo_strcpy
set_item_from_nfo	codo_sts
set_running_item_from_nfo	__isoc99_sscanf@plt
set_running_item_from_nfo	codo_strcpy
set_running_item_from_nfo	codo_sts
set_serial_parameters	__isoc99_sscanf@plt
set_serial_parameters	__stack_chk_fail@plt
set_serial_parameters	codo_calloc
set_serial_parameters	codo_memset
set_serial_parameters	strchr@plt
set_untitled_filename	__sprintf_chk@plt
set_untitled_filename	__stack_chk_fail@plt
set_untitled_filename	__strcpy_chk@plt
set_untitled_filename	codo_file_exists
set_untitled_filename	resolve_to_host_filename
set_view	codo_add_guie
set_view	codo_any_sound_is_playing
set_view	codo_blit
set_view	codo_create_bitmap
set_view	codo_get_gui_element
set_view	codo_gui_add_ctext_field
set_view	codo_gui_clear
set_view	ctext_bound_scrolling_to_cursor
set_view	pico8_peek
set_view	pico8_reload
set_view	set_current_sfx
set_view	show_message
set_view.constprop.7	codo_blit
set_view.constprop.7	codo_create_bitmap
set_view.constprop.7	codo_gui_clear
set_view.constprop.7	pico8_peek
set_view.constprop.7	pico8_reload
seterrorobj	internshrstr
sfx_key_pressed	__sprintf_chk@plt
sfx_key_pressed	backup_sfx
sfx_key_pressed	cmusic_stop
sfx_key_pressed	codo_clear_bitmap
sfx_key_pressed	codo_get_key_state
sfx_key_pressed	codo_getpixel
sfx_key_pressed	codo_play_sfx_ex
sfx_key_pressed	codo_push_undo_state
sfx_key_pressed	codo_rectfill
sfx_key_pressed	codo_stop_all_sounds
sfx_key_pressed	create_undo_sfx64_state
sfx_key_pressed	selection_active
sfx_key_pressed	show_message
should_be_pointer_locked	pico8_peek
show_message	codo_get_time
show_message	codo_strcpy
show_message_2	__sprintf_chk@plt
show_message_2	__stack_chk_fail@plt
show_message_2	codo_get_time
show_message_2	codo_strcpy
show_message_2_ex	__sprintf_chk@plt
show_message_2_ex	__stack_chk_fail@plt
show_message_2_ex	codo_get_time
show_message_2_ex	codo_strcpy
show_message_ex	codo_get_time
show_message_ex	codo_strcpy
show_message_hover	codo_get_time
show_pico8_screen	codo_blit
show_pico8_screen	codo_blit_back_page
show_text_entry_status	show_message
singlestep	__stack_chk_fail@plt
singlestep	clearkeys.constprop.207
singlestep	clearvalues
singlestep	entersweep
singlestep	luaM_realloc_.constprop.195
singlestep	luaS_resize
singlestep	propagatemark
singlestep	reallymarkobject
singlestep	sweeplist
singlestep	sweeplist.constprop.203
singlestep	sweeplist.constprop.204
singlestep	traverseephemeron
singlevar	__stack_chk_fail@plt
singlevar	addk
singlevar	error_expected
singlevar	llex
singlevar	luaK_exp2RK
singlevar	singlevaraux
singlevaraux	memcmp@plt
singlevaraux	newupvalue
singlevaraux	singlevaraux
skip_sep	luaZ_fill
skip_sep	save
snap_to_field	codo_get_gui_element
snap_to_field	codo_gui_cursor_element
sort	auxsort
sort	luaL_checktype.constprop.173
sort	luaL_error
sort	luaL_len
sort	lua_checkstack
sort	tag_error
sort_comp.constprop.135	luaD_call.constprop.198
sort_comp.constprop.135	lua_toboolean
split_code_to_tabs	memcpy@plt
split_code_to_tabs	memset@plt
split_code_to_tabs	strstr@plt
splore_controls	__sprintf_chk@plt
splore_controls	action_current_splore_item
splore_controls	block_buttons
splore_controls	button_pressed
splore_controls	button_pressed_nok
splore_controls	codo_destroy_thread
splore_controls	codo_get_time
splore_controls	codo_keypressed
splore_controls	codo_readkey
splore_controls	codo_strcpy
splore_controls	download_list
splore_controls	generate_cart_menu
splore_controls	print_splore_exit_message
splore_controls	reset_runtime_state
splore_controls	show_message
splore_controls	strcmp@plt
splore_controls	update_window_title
splore_draw	__sprintf_chk@plt
splore_draw	__stack_chk_fail@plt
splore_draw	codo_draw_sprite
splore_draw	codo_draw_sprite_col
splore_draw	codo_draw_text_ex
splore_draw	codo_get_time
splore_draw	codo_line
splore_draw	codo_rect
splore_draw	codo_rectfill
splore_draw	codo_reset_clip
splore_draw	codo_set_clip
splore_draw	codo_strcasestr
splore_draw	codo_strcpy
splore_draw	codo_stretch_blit
splore_draw	create_label_from_cart_lid
splore_draw	create_label_from_file
splore_draw	draw_cart_menu
splore_draw	draw_tinted_rect_adaptive
splore_draw	extract_label_palette
splore_draw	fcos
splore_draw	fsin
splore_draw	p8_fmul
splore_draw	player_button
splore_draw	qsort@plt
splore_draw	strlen@plt
splore_draw	strstr@plt
splore_enter	codo_destroy_bitmap
splore_enter	codo_get_time
splore_enter	populate_splore_list_from_directory
splore_enter	strcmp@plt
splore_init	__sprintf_chk@plt
splore_init	__stack_chk_fail@plt
splore_init	codo_create_buffer
splore_init	codo_debug
splore_init	codo_prefix_with_appdata_path
splore_init	codo_strcpy
splore_init	memset@plt
splore_init	populate_splore_list_from_png_file
splore_init	populate_splore_list_from_text_file
splore_keypress	__sprintf_chk@plt
splore_keypress	block_buttons
splore_keypress	codo_destroy_thread
splore_keypress	codo_get_key_state
splore_keypress	codo_get_time
splore_keypress	codo_strcpy
splore_keypress	download_list
splore_keypress	generate_cart_menu
splore_keypress	is_input_char
splore_keypress	is_key_bound
splore_keypress	memmove@plt
splore_keypress	move_search_cursor
splore_keypress	player_key
splore_keypress	reset_runtime_state
splore_keypress	show_message
splore_keypress	splore_toggle_favourite
splore_keypress	update_window_title
splore_toggle_favourite	codo_blit
splore_toggle_favourite	codo_create_bitmap
splore_toggle_favourite	extract_label_palette
splore_toggle_favourite	save_bbs_cart_label.part.12
splore_toggle_favourite	splore_toggle_favourite_0
splore_toggle_favourite	strcmp@plt
splore_toggle_favourite_0	codo_allocate_buffer_size
splore_toggle_favourite_0	codo_destroy_bitmap
splore_toggle_favourite_0	codo_split_filename
splore_toggle_favourite_0	codo_strcpy
splore_toggle_favourite_0	strcmp@plt
splore_toggle_favourite_0	strlen@plt
splore_toggle_favourite_ingame	save_splore_favourites
splore_toggle_favourite_ingame	splore_toggle_favourite_0
splore_update	block_buttons
splore_update	button_pressed
splore_update	codo_get_time
splore_update	reset_run_chain
splore_update	splore_controls
splore_update	update_splore_download
splore_update_cartridge_to_newer_version	__isoc99_sscanf@plt
splore_update_cartridge_to_newer_version	action_current_splore_item
splore_update_cartridge_to_newer_version	codo_load_stable_config
splore_update_cartridge_to_newer_version	codo_strcpy
splore_update_cartridge_to_newer_version	codo_sts
splore_update_cartridge_to_newer_version	sanitise_splore_item
splore_update_cartridge_to_newer_version	save_splore_favourites
splore_update_cartridge_to_newer_version	suspend_program
sprite_op	__stack_chk_fail@plt
sprite_op	codo_blit
sprite_op	codo_clear_bitmap
sprite_op	codo_create_bitmap
sprite_op	codo_destroy_bitmap
sprite_op	codo_get_key_state
sprite_op	codo_putpixel
sprite_op	codo_rectfill
sprite_op	get_selected_area
sprite_op	sync_shared_gfx_to_map
start_of_block	__memcpy_chk@plt
start_of_block	__stack_chk_fail@plt
statement	__stack_chk_fail@plt
statement	addk
statement	adjust_assign.isra.115
statement	adjustlocalvars.isra.24
statement	assignment
statement	block
statement	body
statement	check_match
statement	checklimit.part.122
statement	checknext
statement	error_expected
statement	explist
statement	fieldsel
statement	find_tab_line
statement	findgotos
statement	forbody
statement	gotostat
statement	internshrstr
statement	leaveblock
statement	luaC_step
statement	luaH_set
statement	luaK_code
statement	luaK_codek
statement	luaK_concat.part.108
statement	luaK_exp2anyreg
statement	luaK_exp2nextreg
statement	luaK_goiftrue
statement	luaK_infix
statement	luaK_jump
statement	luaK_patchclose
statement	luaK_patchlist
statement	luaK_posfix
statement	luaK_reserveregs
statement	luaK_setoneret
statement	luaK_setreturns
statement	luaK_storevar
statement	luaM_growaux_
statement	luaO_pushfstring
statement	luaX_newstring
statement	luaX_newstring.constprop.143
statement	luaX_next.part.119
statement	luaX_syntaxerror
statement	memcmp@plt
statement	new_localvar
statement	singlevar
statement	statement
statement	statlist
statement	str_checkname
statement	subexpr
statement	suffixedexp
statement	test_then_block
statement	testnext.part.120
statlist	statement
store_command	codo_strcpy
store_command	strcmp@plt
str_byte	__stack_chk_fail@plt
str_byte	luaL_error
str_byte	luaL_optinteger
str_byte	lua_checkstack
str_byte	lua_tolstring
str_byte	tag_error
str_char	__stack_chk_fail@plt
str_char	index2addr
str_char	luaL_argerror
str_char	luaL_prepbuffsize
str_char	luaL_pushresult
str_char	luaO_str2d.part.50
str_char	strpbrk@plt
str_char	tag_error
str_checkname	error_expected
str_checkname	llex
str_dump	DumpFunction
str_dump	__stack_chk_fail@plt
str_dump	luaL_checktype.constprop.173
str_dump	luaL_error
str_dump	luaL_pushresult
str_dump	writer_lstrlib
str_find_aux	__stack_chk_fail@plt
str_find_aux	luaL_checklstring.constprop.154
str_find_aux	luaL_optinteger
str_find_aux	lua_toboolean
str_find_aux	lua_tolstring
str_find_aux	match
str_find_aux	memchr@plt
str_find_aux	memcmp@plt
str_find_aux	push_captures
str_find_aux	strlen@plt
str_find_aux	strpbrk@plt
str_find_aux	tag_error
str_format	__ctype_b_loc@plt
str_format	__memcpy_chk@plt
str_format	__sprintf_chk@plt
str_format	__stack_chk_fail@plt
str_format	luaL_addlstring
str_format	luaL_addvalue
str_format	luaL_argerror
str_format	luaL_checkinteger
str_format	luaL_checklstring.constprop.154
str_format	luaL_checknumber
str_format	luaL_error
str_format	luaL_prepbuffsize
str_format	luaL_pushresult
str_format	luaL_tolstring
str_format	lua_tolstring
str_format	strchr@plt
str_format	strlen@plt
str_format	tag_error
str_gsub	__ctype_b_loc@plt
str_gsub	__stack_chk_fail@plt
str_gsub	luaD_call.constprop.198
str_gsub	luaL_addvalue
str_gsub	luaL_argerror
str_gsub	luaL_checklstring.constprop.154
str_gsub	luaL_error
str_gsub	luaL_optinteger
str_gsub	luaL_prepbuffsize
str_gsub	luaL_pushresult
str_gsub	luaV_gettable
str_gsub	lua_pushlstring
str_gsub	lua_tolstring
str_gsub	match
str_gsub	memcpy@plt
str_gsub	push_captures
str_gsub	tag_error
str_len	__stack_chk_fail@plt
str_len	lua_tolstring
str_len	tag_error
str_lower	__ctype_tolower_loc@plt
str_lower	__stack_chk_fail@plt
str_lower	luaL_prepbuffsize
str_lower	luaL_pushresult
str_lower	lua_tolstring
str_lower	tag_error
str_rep	__stack_chk_fail@plt
str_rep	luaL_checkinteger.constprop.150
str_rep	luaL_checklstring.constprop.154
str_rep	luaL_error
str_rep	luaL_prepbuffsize
str_rep	luaL_pushresult
str_rep	lua_pushlstring
str_rep	lua_tolstring
str_rep	memcpy@plt
str_rep	tag_error
str_reverse	__stack_chk_fail@plt
str_reverse	luaL_prepbuffsize
str_reverse	luaL_pushresult
str_reverse	lua_tolstring
str_reverse	tag_error
str_sub	__stack_chk_fail@plt
