caller	callee
constructor	luaK_setreturns
constructor	luaX_next.part.119
constructor	recfield.isra.134
constructor	subexpr
continue_print_text	codo_free
continue_print_text	pico8_print_char
continue_print_text	spend_cpu
continue_program	codo_set_clip
convert_bbs_code_to_bmp	__isoc99_sscanf@plt
convert_bbs_code_to_bmp	__stack_chk_fail@plt
convert_bbs_code_to_bmp	codo_create_bitmap
convert_bbs_code_to_bmp	codo_putpixel
convert_bbs_code_to_bmp	strstr@plt
convert_bbs_code_to_song	__isoc99_sscanf@plt
convert_bbs_code_to_song	__stack_chk_fail@plt
convert_bbs_code_to_song	codo_create_pico8_cart
convert_bbs_code_to_song	pico8_poke
convert_bbs_code_to_song	strstr@plt
convert_binary_file_to_hex	__fprintf_chk@plt
convert_binary_file_to_hex	codo_malloc
convert_binary_file_to_hex	fclose@plt
convert_binary_file_to_hex	fopen@plt
convert_binary_file_to_hex	fread@plt
convert_binary_file_to_hex	fwrite@plt
convert_bmp_to_bbs_code	__sprintf_chk@plt
convert_bmp_to_bbs_code	codo_malloc
convert_bmp_to_bbs_code	codo_set_clipboard_text
convert_bmp_to_bbs_code	codo_set_clipboard_text_preemptive
convert_bmp_to_bbs_code	strlen@plt
convert_escaped_to_glyphs_ex	codo_malloc
convert_escaped_to_glyphs_ex	strlen@plt
convert_glyphs_to_escaped	codo_malloc
convert_glyphs_to_escaped	strlen@plt
convert_glyphs_to_escaped_ex	codo_malloc
convert_glyphs_to_escaped_ex	strlen@plt
convert_hex_to_binary_file	__isoc99_sscanf@plt
convert_hex_to_binary_file	__stack_chk_fail@plt
convert_hex_to_binary_file	fclose@plt
convert_hex_to_binary_file	fopen@plt
convert_hex_to_binary_file	fwrite@plt
convert_patterns_to_bbs_code	__sprintf_chk@plt
convert_patterns_to_bbs_code	__stack_chk_fail@plt
convert_patterns_to_bbs_code	codo_malloc
convert_patterns_to_bbs_code	codo_set_clipboard_text
convert_patterns_to_bbs_code	codo_set_clipboard_text_preemptive
convert_patterns_to_bbs_code	pico8_peek
convert_patterns_to_bbs_code	strlen@plt
convert_sfxes_to_bbs_code	__sprintf_chk@plt
convert_sfxes_to_bbs_code	codo_malloc
convert_sfxes_to_bbs_code	codo_set_clipboard_text
convert_sfxes_to_bbs_code	codo_set_clipboard_text_preemptive
convert_sfxes_to_bbs_code	pico8_peek
convert_sfxes_to_bbs_code	strlen@plt
count_gfx	codo_getpixel
count_pixels	__stack_chk_fail@plt
count_pixels	codo_clip
count_selected_tokens	calloc@plt
count_selected_tokens	count_tokens
count_selected_tokens	free@plt
count_selected_tokens	strncpy@plt
count_tokens	get_next_token_0
count_tokens	init_keyword_hash_table.part.2
cpod_add_item	__sprintf_chk@plt
cpod_add_item	codo_debug
cpod_add_item	codo_realloc
cpod_clear	codo_destroy_anim
cpod_clear	codo_destroy_bitmap
cpod_clear	codo_destroy_material
cpod_clear	codo_destroy_model
cpod_clear	codo_destroy_palette
cpod_clear	codo_destroy_pod
cpod_clear	codo_destroy_sound
cpod_clear	codo_destroy_synth
cpod_clear	codo_destroy_voxmap
cpod_clear	codo_fclose
cpod_clear	codo_free
cpod_delete_item	codo_destroy_anim
cpod_delete_item	codo_destroy_bitmap
cpod_delete_item	codo_destroy_material
cpod_delete_item	codo_destroy_model
cpod_delete_item	codo_destroy_palette
cpod_delete_item	codo_destroy_pod
cpod_delete_item	codo_destroy_sound
cpod_delete_item	codo_destroy_synth
cpod_delete_item	codo_destroy_voxmap
cpod_delete_item	codo_fclose
cpod_delete_item	codo_free
cpod_get_free_item	codo_realloc
cpod_set_clear	codo_debug
cpod_set_clear	codo_destroy_anim
cpod_set_clear	codo_destroy_bitmap
cpod_set_clear	codo_destroy_material
cpod_set_clear	codo_destroy_model
cpod_set_clear	codo_destroy_palette
cpod_set_clear	codo_destroy_sound
cpod_set_clear	codo_destroy_synth
cpod_set_clear	codo_destroy_voxmap
cpod_set_clear	codo_fclose
cpod_set_clear	codo_free
cpod_set_clear	codo_memset
cpod_set_clear	cpod_delete_item
cpod_set_size	codo_realloc
cpoly_copy	codo_realloc
cpoly_copy	memcpy@plt
cpoly_set_num_vertices	codo_realloc
cpoly_set_num_vertices	memcpy@plt
create_dbmp	codo_create_bitmap
create_dbmp	codo_malloc
create_dbmp	codo_memset
create_label_from_cart_lid	__isoc99_sscanf@plt
create_label_from_cart_lid	__stack_chk_fail@plt
create_label_from_cart_lid	codo_blit
create_label_from_cart_lid	codo_create_bitmap
create_label_from_cart_lid	codo_destroy_bitmap
create_label_from_cart_lid	codo_load_pico8_cart
create_label_from_cart_lid	codo_load_png
create_label_from_cart_lid	codo_strcasestr
create_label_from_cart_lid	create_label_from_cart_lid.part.6
create_label_from_cart_lid	get_bbs_cart_filename_ex.part.2
create_label_from_cart_lid	get_bbs_cart_filename_legacy
create_label_from_cart_lid	pico8_convert_bitmap
create_label_from_cart_lid	strlen@plt
create_label_from_cart_lid.part.6	__sprintf_chk@plt
create_label_from_cart_lid.part.6	__stack_chk_fail@plt
create_label_from_cart_lid.part.6	codo_create_bitmap
create_label_from_cart_lid.part.6	codo_destroy_bitmap
create_label_from_cart_lid.part.6	codo_load_png
create_label_from_cart_lid.part.6	codo_prefix_with_appdata_path
create_label_from_cart_lid.part.6	pico8_convert_bitmap
create_label_from_file	codo_blit
create_label_from_file	codo_create_bitmap
create_label_from_file	codo_destroy_bitmap
create_label_from_file	codo_load_pico8_cart
create_label_from_file	codo_load_png
create_label_from_file	codo_strcasestr
create_label_from_file	pico8_convert_bitmap
create_plist_file	__fprintf_chk@plt
create_plist_file	fopen@plt
create_undo_bmp_state	codo_create_buffer
create_undo_bmp_state	codo_fwrite
create_undo_bmp_state	codo_fwrite_int32
create_undo_sfx64_state	codo_create_buffer
create_undo_sfx64_state	codo_fwrite
create_undo_sfx64_state	codo_fwrite_int32
cstore_cart_partial	__sprintf_chk@plt
cstore_cart_partial	__stack_chk_fail@plt
cstore_cart_partial	__strcat_chk@plt
cstore_cart_partial	codo_create_pico8_cart
cstore_cart_partial	codo_destroy_pico8_cart
cstore_cart_partial	codo_save_pico8_cart
cstore_cart_partial	codo_strcasestr
cstore_cart_partial	codo_strcpy
cstore_cart_partial	load_pico8_cart_any_format
cstore_cart_partial	pico8_peek
cstore_cart_partial	pico8_poke
cstore_cart_partial	save_pico8_cart_png_ex
cstore_cart_partial	strstr@plt
ctext_duplicate_line	codo_backup_ctext
ctext_duplicate_line	codo_backup_ctext_if_editing_newline
ctext_duplicate_line	codo_malloc
ctext_duplicate_line	ctext_insert_text_ex
ctext_duplicate_line	memcpy@plt
ctext_insert_character	codo_backup_ctext
ctext_insert_character	codo_backup_ctext_if_editing_newline
ctext_insert_character	strchr@plt
ctext_insert_character	strlen@plt
ctext_insert_text	codo_free
ctext_insert_text	codo_malloc
ctext_insert_text	codo_memset
ctext_insert_text	memcpy@plt
ctext_insert_text	strlen@plt
ctext_insert_text_ex	codo_free
ctext_insert_text_ex	codo_malloc
ctext_insert_text_ex	codo_memset
ctext_insert_text_ex	memcpy@plt
ctext_insert_text_ex	strlen@plt
ctext_move_line	codo_calloc
ctext_move_line	codo_create_buffer
ctext_move_line	codo_free
ctext_move_line	codo_fwrite
ctext_move_line	codo_fwrite_int32
ctext_move_line	codo_push_undo_state
ctext_move_line	memcpy@plt
ctext_move_line	strlen@plt
ctext_remove_text	strlen@plt
ctext_search_for_bookmark	strstr@plt
ctext_search_for_line	__stack_chk_fail@plt
ctext_search_for_line	sscanf@plt
ctext_search_for_string.part.2	strlen@plt
ctext_search_for_string.part.2	strstr@plt
ctext_select_from_double_click	strchr@plt
ctext_select_from_double_click	strlen@plt
ctext_state_changed	strlen@plt
ctextfield_copy	codo_free
ctextfield_copy	codo_malloc
ctextfield_copy	codo_memset
ctextfield_copy	codo_set_clipboard_text
ctextfield_copy	codo_set_clipboard_text_preemptive
ctextfield_copy	convert_glyphs_to_escaped_ex
ctextfield_copy	memcpy@plt
ctextfield_delete_selected	codo_backup_ctext
ctextfield_delete_selected	codo_backup_ctext_if_editing_newline
ctextfield_delete_selected	strlen@plt
ctextfield_paste	codo_create_buffer
ctextfield_paste	codo_free
ctextfield_paste	codo_fwrite
ctextfield_paste	codo_fwrite_int32
ctextfield_paste	codo_get_clipboard_text
ctextfield_paste	codo_has_clipboard_text
ctextfield_paste	codo_push_undo_state
ctextfield_paste	convert_escaped_to_glyphs_ex
ctextfield_paste	ctext_insert_text_ex
ctextfield_paste	strlen@plt
cursor_cr	codo_blit
cursor_cr	codo_rectfill
db_debug	__fprintf_chk@plt
db_debug	__stack_chk_fail@plt
db_debug	fflush@plt
db_debug	fgets@plt
db_debug	fwrite@plt
db_debug	internshrstr
db_debug	luaC_barrier_
db_debug	luaD_protectedparser
db_debug	luaD_rawrunprotected.constprop.167
db_debug	luaD_shrinkstack
db_debug	luaF_close
db_debug	luaH_getint.part.53
db_debug	lua_tolstring.constprop.186
db_gethook	__stack_chk_fail@plt
db_gethook	index2addr
db_gethook	luaH_get
db_gethook	luaL_getsubtable.constprop.145
db_gethook	lua_pushlstring
db_gethook	lua_pushstring
db_getinfo	__stack_chk_fail@plt
db_getinfo	index2addr
db_getinfo	luaL_argerror
db_getinfo	luaL_optlstring.constprop.153
db_getinfo	luaV_tonumber.part.56
db_getinfo	lua_createtable.constprop.163
db_getinfo	lua_getinfo
db_getinfo	lua_pushfstring
db_getinfo	lua_pushstring
db_getinfo	lua_setfield.constprop.162
db_getinfo	lua_tointegerx
db_getinfo	lua_tolstring.constprop.186
db_getinfo	strchr@plt
db_getlocal	__stack_chk_fail@plt
db_getlocal	findlocal.isra.42.constprop.156
db_getlocal	index2addr
db_getlocal	luaL_argerror
db_getlocal	luaL_checkinteger
db_getlocal	lua_pushstring
db_getmetatable	luaL_argerror
db_getupvalue	__stack_chk_fail@plt
db_getupvalue	luaV_tonumber.part.56
db_getupvalue	lua_insert
db_getupvalue	lua_pushstring
db_getupvalue	tag_error
db_sethook	index2addr
db_sethook	luaL_getsubtable.constprop.145
db_sethook	luaL_optinteger
db_sethook	lua_pushstring
db_sethook	lua_rawset
db_sethook	lua_setfield.constprop.162
db_sethook	lua_setmetatable
db_sethook	lua_settop
db_sethook	lua_tolstring.constprop.187
db_sethook	strchr@plt
db_sethook	tag_error
db_setlocal	__stack_chk_fail@plt
db_setlocal	findlocal.isra.42.constprop.156
db_setlocal	index2addr
db_setlocal	luaL_argerror
db_setlocal	luaL_checkinteger
db_setlocal	lua_pushstring
db_setmetatable	luaL_argerror
db_setmetatable	lua_setmetatable
db_setupvalue	__stack_chk_fail@plt
db_setupvalue	luaL_argerror
db_setupvalue	luaL_checktype.constprop.173
db_setupvalue	luaV_tonumber.part.56
db_setupvalue	lua_insert
db_setupvalue	lua_pushstring
db_setupvalue	lua_setupvalue
db_setupvalue	tag_error
db_setuservalue	luaC_barrier_
db_setuservalue	luaL_argerror
db_setuservalue	luaL_checktype.constprop.173
db_setuservalue	tag_error
db_traceback	index2addr
db_traceback	luaL_optinteger
db_traceback	luaL_traceback
db_traceback	lua_tolstring.constprop.187
db_upvalueid	__stack_chk_fail@plt
db_upvalueid	luaL_argerror
db_upvalueid	luaL_checkinteger
db_upvalueid	lua_getinfo
db_upvalueid	tag_error
db_upvaluejoin	__stack_chk_fail@plt
db_upvaluejoin	luaC_barrier_
db_upvaluejoin	luaL_argerror
db_upvaluejoin	luaL_checkinteger
db_upvaluejoin	lua_getinfo
db_upvaluejoin	tag_error
dealias	strcmp@plt
debug_metacon_state	__printf_chk@plt
debug_metacon_state	puts@plt
debug_pattern_dat	__printf_chk@plt
debug_pattern_dat	codo_get_time
debug_pico8_channels	__sprintf_chk@plt
debug_pico8_channels	codo_draw_text
decodeGeneric	Adam7_getpassvalues
decodeGeneric	Crc32_update_crc.constprop.17
decodeGeneric	LodePNG_IText_add
decodeGeneric	LodePNG_InfoPng_cleanup
decodeGeneric	LodePNG_Text_add
decodeGeneric	LodePNG_append_chunk
decodeGeneric	LodePNG_chunk_check_crc
decodeGeneric	LodeZlib_decompress
decodeGeneric	__stack_chk_fail@plt
decodeGeneric	checkColorValidity
decodeGeneric	codo_free
decodeGeneric	codo_malloc
decodeGeneric	codo_realloc
decodeGeneric	memset@plt
decodeGeneric	ucvector_push_back
decodeGeneric	ucvector_resize.part.7
decodeGeneric	unfilter
decompress_mini	codo_memset
decompress_mini	strlen@plt
decompress_mini	strncpy@plt
decompress_mini	strstr@plt
deflateDynamic	HuffmanTree_makeFromFrequencies
deflateDynamic	__stack_chk_fail@plt
deflateDynamic	addBitToStream
deflateDynamic	codo_free
deflateDynamic	codo_realloc
deflateDynamic	encodeLZ77
deflateDynamic	uivector_push_back
deflateDynamic	writeLZ77data.isra.8
destroy_dbmp	codo_destroy_bitmap
destroy_print_buffer	codo_free
detect_external_changes	__stack_chk_fail@plt
detect_external_changes	apply_legacy_changes.part.0
detect_external_changes	codo_calloc
detect_external_changes	codo_destroy_pico8_cart
detect_external_changes	codo_free
detect_external_changes	codo_sha1
detect_external_changes	codo_strcpy
detect_external_changes	load_pico8_cart_any_format
detect_external_changes	save_pico8_cart_32k_ex.constprop.6
detect_external_changes	strcmp@plt
detect_external_changes	strlen@plt
detect_external_changes	sync_shared_gfx_to_map
detect_external_changes	sync_shared_map_to_gfx
detect_unsaved_changes	__stack_chk_fail@plt
detect_unsaved_changes	hash_cart.part.1
detect_unsaved_changes	merge_code_from_tabs
detect_unsaved_changes	strcmp@plt
determine_audio_pause_state	pico8_peek
disable_music	codo_lock_audio_plat
discharge2reg	luaK_code
discharge2reg	luaK_codek
discharge2reg	luaK_dischargevars
discharge2reg	luaK_nil
discharge2reg	luaK_numberK
display_system_volume	codo_get_time
display_system_volume	codo_strcpy
dl_on_load	codo_destroy_bitmap
dl_on_load	codo_file_exists
dl_on_load	codo_load_png
dl_on_load	codo_strcasestr
do_cls	codo_clear_bitmap
do_copy_patterns	convert_patterns_to_bbs_code
do_copy_patterns	memcpy@plt
do_copy_sfx	codo_create_bitmap
do_copy_sfx	codo_destroy_bitmap
do_copy_sfx	codo_getpixel
do_copy_sfx	codo_rectfill
do_copy_sfx	codo_set_clipboard_text
do_copy_sfxes	codo_memset
do_copy_sfxes	convert_sfxes_to_bbs_code
do_export	__printf_chk@plt
do_export	__stack_chk_fail@plt
do_export	codo_save_pico8_cart
do_export	codo_strcasestr
do_export	detect_unsaved_changes
do_export	export_bin
do_export	export_html
do_export	export_label_png
do_export	export_sfx
do_export	export_spritesheet_png
do_export	extract_parameters
do_export	merge_code_from_tabs
do_export	pico_print
do_export	prefix_with_file_output_path
do_export	save_code_png
do_export	save_map_png
do_export	save_pico8_cart_png_flattened
do_export	save_pico8_cart_rom
do_export	save_pico8_cart_rom_ex
do_export	strstr@plt
do_import	codo_blit
do_import	codo_create_bitmap
do_import	codo_destroy_bitmap
do_import	codo_getpixel
do_import	codo_load_png
do_import	codo_push_undo_state
do_import	codo_putpixel
do_import	codo_strcasestr
do_import	create_undo_bmp_state
do_import	extract_parameters
do_import	pico8_reload
do_import	pico_print
do_import	pico_print_2
do_import	resolve_to_host_filename
do_paste_patterns	memcmp@plt
do_paste_sfx	codo_getpixel
do_paste_sfxes	show_message_2
do_quick_load	__stack_chk_fail@plt
do_quick_load	apply_legacy_changes.part.0
do_quick_load	codo_calloc
do_quick_load	codo_destroy_pico8_cart
do_quick_load	codo_free
do_quick_load	codo_sha1
do_quick_load	codo_strcpy
do_quick_load	load_pico8_cart_any_format
do_quick_load	merge_code_from_tabs
do_quick_load	prepare_loaded_cart.part.4
do_quick_load	save_pico8_cart_32k_ex.constprop.6
do_quick_load	show_message
do_quick_load	strcmp@plt
do_quick_load	strlen@plt
do_quick_load	sync_shared_gfx_to_map
do_quick_load	sync_shared_map_to_gfx
do_quick_save	__sprintf_chk@plt
do_quick_save	__stack_chk_fail@plt
do_quick_save	codo_prefix_with_appdata_path
do_quick_save	codo_split_filename
do_quick_save	pico_print
do_quick_save	save_working_cart
do_quick_save	show_message
do_quick_save	strncmp@plt
do_quick_save	strstr@plt
do_scancode_tester	__printf_chk@plt
do_scancode_tester	__sprintf_chk@plt
do_scancode_tester	codo_blit_back_page
do_scancode_tester	codo_draw_text
do_scancode_tester	codo_draw_text_ex
do_scancode_tester	codo_get_key_name
do_scancode_tester	codo_get_mouse
do_scancode_tester	codo_handle_system_messages
do_scancode_tester	codo_init.part.2
do_scancode_tester	codo_process_gui
do_scancode_tester	codo_rectfill
do_scancode_tester	codo_set_screen
do_scancode_tester	codo_update_music_fading
do_scancode_tester	exit@plt
do_scancode_tester	putchar@plt
do_scancode_tester	puts@plt
download_bbs_cart	__isoc99_sscanf@plt
download_bbs_cart	__sprintf_chk@plt
download_bbs_cart	__stack_chk_fail@plt
download_bbs_cart	codo_create_thread
download_bbs_cart	codo_destroy_thread
download_bbs_cart	codo_get_time
download_bbs_cart	codo_strcpy
download_bbs_cart	get_bbs_cart_filename_ex.part.2
download_bbs_cart	get_bbs_cart_filename_legacy
download_bbs_cart	show_message
download_bbs_cart	strlen@plt
download_file	codo_create_thread
download_file	codo_get_time
download_file	codo_strcpy
download_list	__sprintf_chk@plt
download_list	__stack_chk_fail@plt
download_list	codo_create_thread
download_list	codo_get_time
download_list	codo_prefix_with_appdata_path
download_list	codo_strcpy
download_worker	codo_destroy_bitmap
download_worker	codo_file_exists
download_worker	codo_load_png
download_worker	codo_strcasestr
download_worker	codo_wget
draw_cart_comment	__stack_chk_fail@plt
draw_cart_comment	codo_draw_text_ex
draw_cart_menu	__sprintf_chk@plt
draw_cart_menu	__stack_chk_fail@plt
draw_cart_menu	codo_draw_sprite
draw_cart_menu	codo_draw_text_ex
draw_cart_menu	codo_get_windowed
draw_cart_menu	codo_reset_clip
draw_cart_menu	codo_set_clip
draw_cart_menu	codo_strcpy
draw_character	draw_hline
draw_character	scroll_immediate_mode_screen
draw_character	spend_cpu
draw_circle_editor	codo_putpixel
draw_code	__sprintf_chk@plt
draw_code	__stack_chk_fail@plt
draw_code	__strncpy_chk@plt
draw_code	codo_draw_sprite_col
draw_code	codo_draw_text_ex
draw_code	codo_get_time
draw_code	codo_is_app_active
draw_code	codo_line
draw_code	codo_rectfill
draw_code	codo_set_clip
draw_code	ctext_state_changed
draw_code	get_first_token
draw_code	get_next_token
draw_code	get_token
draw_code	get_token_color
draw_code	is_free_token
draw_code	strcmp@plt
draw_code	strlen@plt
draw_code	strncmp@plt
draw_code	strncpy@plt
draw_code_tab_preview	codo_draw_text_ex
draw_code_tab_preview	codo_get_gui_element
draw_code_tab_preview	codo_gui_cursor_element
draw_code_tab_preview	codo_rectfill
draw_code_tab_preview	get_nth_line_raw
draw_code_tab_preview	strlen@plt
draw_command_string.constprop.12	codo_draw_text_ex
draw_command_string.constprop.12	codo_rectfill
draw_command_string.part.2	codo_draw_text_ex
draw_command_string.part.2	codo_get_time
draw_command_string.part.2	codo_is_app_active
draw_command_string.part.2	codo_rectfill
draw_controls_button	__stack_chk_fail@plt
draw_controls_button	codo_draw_sprite
draw_controls_button	codo_draw_text_ex
draw_controls_button	player_button
draw_controls_button	player_key
draw_cpu_spinner	codo_get_time
draw_cpu_spinner	codo_putpixel
draw_cpu_spinner	codo_random
draw_cpu_spinner	codo_rectfill
draw_cpu_spinner	lua_get_cpu_cycles
draw_ctext	codo_draw_sprite_col
draw_ctext	codo_get_time
draw_ctext	codo_rectfill
draw_ctext	cpod_get_item
draw_ellipse_1_editor	codo_putpixel
draw_extpal_glitch	codo_get_time
draw_fillcircle	draw_hline
draw_fillcircle_editor	codo_line
draw_fillcircle_even	draw_hline
draw_filloval	draw_hline
draw_filloval	fill_ellipse_1
draw_filloval	fill_ellipse_1_32bit
draw_filloval_editor	codo_putpixel
draw_filloval_editor	fill_ellipse_1_editor
